"","CommonName","Year","TotalReportedCatch","TotalTACC","ExportCountry","TotalExportWeight","TotalTotalPrice","TotalAvgUnitPrice"
"2468","Other Flatfish","2018",2031567,NA,"Cook Islands",206,813,3.95
"2469","Other Flatfish","2018",2031567,NA,"French Polynesia",1150,6536,5.68478260869565
"2470","Other Flatfish","2018",2031567,NA,"Hong Kong",19760,109332,5.53662449392713
"2471","Other Flatfish","2018",2031567,NA,"New Caledonia",1200,7955,6.63
"2472","Other Flatfish","2018",2031567,NA,"Norfolk Island",10,40,4
"2473","Other Flatfish","2018",2031567,NA,"Palau",3,167,55.67
"2474","Other Flatfish","2018",2031567,NA,"Samoa",1245,4907,3.94
"2475","Other Flatfish","2018",2031567,NA,"Spain",2670,13100,4.91
"2476","Other Flatfish","2019",1939757,NA,"Australia",55696,373510,6.7097274490089
"2477","Other Flatfish","2019",1939757,NA,"Bulgaria",30,102,3.4
"2478","Other Flatfish","2019",1939757,NA,"Canada",165,2352,14.25
"2479","Other Flatfish","2019",1939757,NA,"China",160,831,5.19375
"2480","Other Flatfish","2019",1939757,NA,"Cook Islands",100,393,3.93
"2481","Other Flatfish","2019",1939757,NA,"Fiji",316,2572,8.14
"2482","Other Flatfish","2019",1939757,NA,"French Polynesia",100,545,5.45
"2483","Other Flatfish","2019",1939757,NA,"Hong Kong",4820,30377,6.3
"2484","Other Flatfish","2019",1939757,NA,"New Caledonia",3010,17199,5.71707641196013
"2485","Other Flatfish","2019",1939757,NA,"Russia",580,4220,7.28
"2486","Other Flatfish","2019",1939757,NA,"Spain",1620,13023,8.04
"2487","Other Flatfish","2019",1939757,NA,"United States",89,1055,11.85
"2488","Other Flatfish","2020",1911478,NA,"Australia",36372,277552,7.62987792807654
"2489","Other Flatfish","2020",1911478,NA,"Canada",5,91,18.2
"2490","Other Flatfish","2020",1911478,NA,"Hong Kong",40,948,23.7
"2491","Other Flatfish","2020",1911478,NA,"New Caledonia",96,3062,31.8966666666667
"2492","Other Flatfish","2020",1911478,NA,"Thailand",100,623,6.23
"2493","Other Flatfish","2021",1814497,NA,"Australia",16145,138383,8.57347475998761
"2494","Other Flatfish","2021",1814497,NA,"Hong Kong",164,4221,25.7390243902439
"2495","Other Flatfish","2021",1814497,NA,"New Caledonia",20,413,20.65
"2496","Other Flatfish","2021",1814497,NA,"Switzerland",12,47,3.92
"2497","Other Flatfish","2022",1583163,NA,"American Samoa",80,796,9.95
"2498","Other Flatfish","2022",1583163,NA,"Australia",24265,233457,9.6183416443437
"2499","Other Flatfish","2022",1583163,NA,"French Polynesia",100,2130,21.3
"2500","Other Flatfish","2022",1583163,NA,"Hong Kong",39,1063,27.26
"2501","Other Flatfish","2022",1583163,NA,"Malaysia",10,1,0.1
"2502","Other Flatfish","2022",1583163,NA,"Papua New Guinea",120,360,3
"2503","Other Flatfish","2022",1583163,NA,"Samoa",13760,43634,3.17
"2504","Other Flatfish","2022",1583163,NA,"Singapore",10,115,11.5
"2505","Other Flatfish",NA,0,NA,NA,NA,NA,NA
"2506","Other Freshwater Fish","2018",518877,NA,"China",2952,6681,2.26
"2507","Other Freshwater Fish","2018",518877,NA,"Hong Kong",1430,22170,15.5037412587413
"2508","Other Freshwater Fish","2018",518877,NA,"Portugal",2010,5240,2.61
"2509","Other Freshwater Fish","2018",518877,NA,"Ukraine",12030,35589,2.96
"2510","Other Freshwater Fish","2018",518877,NA,"Vietnam",600,2120,3.53
"2511","Other Freshwater Fish","2019",414477,NA,"Australia",225,869,3.86
"2512","Other Freshwater Fish","2019",414477,NA,"Hong Kong",1017,23678,23.28
"2513","Other Freshwater Fish","2019",414477,NA,"Ukraine",9675,30895,3.19
"2514","Other Freshwater Fish","2019",414477,NA,"Vanuatu",141,990,7.02
"2515","Other Freshwater Fish","2020",328609,NA,"Australia",1325,5509,4.15471698113208
"2516","Other Freshwater Fish","2020",328609,NA,"Hong Kong",551,13513,24.52
"2517","Other Freshwater Fish","2020",328609,NA,"Ukraine",9705,36149,3.72
"2518","Other Freshwater Fish","2020",328609,NA,"United States",414,5434,13.13
"2519","Other Freshwater Fish","2020",328609,NA,"Vanuatu",59,1428,24.2
"2520","Other Freshwater Fish","2021",296228,NA,"Australia",308,3899,12.66
"2521","Other Freshwater Fish","2021",296228,NA,"Ukraine",13290,45014,3.39
"2522","Other Freshwater Fish","2021",296228,NA,"United States",54,943,17.46
"2523","Other Freshwater Fish","2021",296228,NA,"Vanuatu",385,2475,6.43
"2524","Other Freshwater Fish","2022",293121,NA,"Fiji",10,130,13
"2525","Other Freshwater Fish","2022",293121,NA,"Vanuatu",94,1238,13.17
"2526","Other Freshwater Fish",NA,0,NA,NA,NA,NA,NA
"2527","Other Mackerel Fish",NA,0,NA,NA,NA,NA,NA
"2528","Other fish","2018",67202,NA,NA,NA,NA,NA
"2529","Other fish","2019",45248,NA,NA,NA,NA,NA
"2530","Other fish","2020",47407,NA,NA,NA,NA,NA
"2531","Other fish","2021",37658,NA,NA,NA,NA,NA
"2532","Other fish","2022",18915,NA,NA,NA,NA,NA
"2533","Other fish",NA,0,NA,NA,NA,NA,NA
"2534","Oysters","2018",9905321,NA,"American Samoa",1000,19373,19.37
"2535","Oysters","2018",9905321,NA,"Australia",938535,10138003,10.7982720942746
"2536","Oysters","2018",9905321,NA,"Brunei",2000,30393,15.2
"2537","Oysters","2018",9905321,NA,"Canada",8235,107519,13.06
"2538","Oysters","2018",9905321,NA,"China",174590,2984457,17.0968994787789
"2539","Oysters","2018",9905321,NA,"Cook Islands",3477,48204,13.8623899913719
"2540","Oysters","2018",9905321,NA,"Denmark",18495,213450,11.54
"2541","Oysters","2018",9905321,NA,"Fiji",1821,18141,9.95977484898408
"2542","Oysters","2018",9905321,NA,"French Polynesia",138657,1628711,11.7451196838241
"2543","Oysters","2018",9905321,NA,"Guam",10,303,30.3
"2544","Oysters","2018",9905321,NA,"Hong Kong",380255,4549391,11.9676985180997
"2545","Oysters","2018",9905321,NA,"Japan",157624,2226622,14.1297101964168
"2546","Oysters","2018",9905321,NA,"Malaysia",1670,18031,10.797125748503
"2547","Oysters","2018",9905321,NA,"Micronesia",125,3520,28.16
"2548","Oysters","2018",9905321,NA,"New Caledonia",120994,1466936,12.1225829379969
"2549","Oysters","2018",9905321,NA,"Niue",207,2791,13.4845893719807
"2550","Oysters","2018",9905321,NA,"Norfolk Island",375,5948,15.86
"2551","Oysters","2018",9905321,NA,"Papua New Guinea",3881,88551,22.8202318989951
"2552","Oysters","2018",9905321,NA,"Russia",92089,1407423,15.28
"2553","Oysters","2018",9905321,NA,"Samoa",40,811,20.2775
"2554","Oysters","2018",9905321,NA,"Singapore",76827,842479,10.965983052833
"2555","Oysters","2018",9905321,NA,"Solomon Islands",6,204,34
"2556","Oysters","2018",9905321,NA,"Taiwan",270,6194,22.94
"2557","Oysters","2018",9905321,NA,"Thailand",5000,72585,14.52
"2558","Oysters","2018",9905321,NA,"Tonga",398,6973,17.5177889447236
"2559","Oysters","2018",9905321,NA,"United Kingdom",300,3096,10.32
"2560","Oysters","2018",9905321,NA,"United States",77310,791403,10.2411527616091
"2561","Oysters","2018",9905321,NA,"Vanuatu",2427,39493,16.2745611866502
"2562","Oysters","2018",9905321,NA,"Vietnam",507,7434,14.66
"2563","Oysters","2019",9493545,NA,"American Samoa",1250,24675,19.74
"2564","Oysters","2019",9493545,NA,"Australia",662281,8020181,12.1100362383943
"2565","Oysters","2019",9493545,NA,"Brunei",1250,35667,28.53
"2566","Oysters","2019",9493545,NA,"Canada",6335,86083,13.59
"2567","Oysters","2019",9493545,NA,"China",135365,2448843,18.0924591290215
"2568","Oysters","2019",9493545,NA,"Cook Islands",5638,86420,15.3308478183753
"2569","Oysters","2019",9493545,NA,"Denmark",17820,214805,12.05
"2570","Oysters","2019",9493545,NA,"Fiji",536,6291,11.7352611940299
"2571","Oysters","2019",9493545,NA,"French Polynesia",170206,2032150,11.9407043229968
"2572","Oysters","2019",9493545,NA,"Hong Kong",244497,3007504,12.3018425174951
"2573","Oysters","2019",9493545,NA,"Japan",156963,2399504,15.2833441639112
"2574","Oysters","2019",9493545,NA,"Malaysia",29,829,28.59
"2575","Oysters","2019",9493545,NA,"Marshall Islands",84,4714,56.12
"2576","Oysters","2019",9493545,NA,"New Caledonia",136718,1521012,11.1293235711464
"2577","Oysters","2019",9493545,NA,"Niue",88,1590,18.07
"2578","Oysters","2019",9493545,NA,"Norfolk Island",323,4267,13.2143962848297
"2579","Oysters","2019",9493545,NA,"Papua New Guinea",3376,57189,16.9414395734597
"2580","Oysters","2019",9493545,NA,"Russia",97758,1591683,16.2820843306942
"2581","Oysters","2019",9493545,NA,"Samoa",538,7046,13.0975836431227
"2582","Oysters","2019",9493545,NA,"Singapore",59242,774388,13.0749498666487
"2583","Oysters","2019",9493545,NA,"Solomon Islands",1,30,30
"2584","Oysters","2019",9493545,NA,"Taiwan",2050,31279,15.26
"2585","Oysters","2019",9493545,NA,"Tonga",231,5591,24.2
"2586","Oysters","2019",9493545,NA,"Ukraine",1920,39158,20.39
"2587","Oysters","2019",9493545,NA,"United Kingdom",83,116825,1407.53
"2588","Oysters","2019",9493545,NA,"United States",76182,749565,9.83837573180016
"2589","Oysters","2019",9493545,NA,"Vanuatu",2695,35690,13.2450871985158
"2590","Oysters","2019",9493545,NA,"Vietnam",4500,71835,15.96
"2591","Oysters","2019",9493545,NA,"Wallis & Futuna",2,314,157
"2592","Oysters","2020",8310096,NA,"American Samoa",1750,28099,16.06
"2593","Oysters","2020",8310096,NA,"Australia",514593,6533459,12.697004739668
"2594","Oysters","2020",8310096,NA,"Belgium",250,20162,80.65
"2595","Oysters","2020",8310096,NA,"Brunei",3416,61025,17.8675644028103
"2596","Oysters","2020",8310096,NA,"Canada",130,1430,11
"2597","Oysters","2020",8310096,NA,"China",78539,1487377,18.9390558830645
"2598","Oysters","2020",8310096,NA,"Cook Islands",1141,14000,12.2716652059597
"2599","Oysters","2020",8310096,NA,"Cyprus",4,804,201
"2600","Oysters","2020",8310096,NA,"Denmark",9450,108832,11.52
"2601","Oysters","2020",8310096,NA,"French Polynesia",93805,1476855,15.7445347262939
"2602","Oysters","2020",8310096,NA,"Hong Kong",153333,1893622,12.3522293961509
"2603","Oysters","2020",8310096,NA,"Japan",44470,676353,15.2048774454689
"2604","Oysters","2020",8310096,NA,"Netherlands",53,795,15
"2605","Oysters","2020",8310096,NA,"New Caledonia",171317,1877348,10.9614094923446
"2606","Oysters","2020",8310096,NA,"Niue",175,3420,19.5428571428571
"2607","Oysters","2020",8310096,NA,"Norfolk Island",10,270,27
"2608","Oysters","2020",8310096,NA,"Northern Mariana Islands",390,5859,15.02
"2609","Oysters","2020",8310096,NA,"Papua New Guinea",3155,71194,22.568881141046
"2610","Oysters","2020",8310096,NA,"Philippines",1000,14965,14.97
"2611","Oysters","2020",8310096,NA,"Russia",71268,1052446,14.77
"2612","Oysters","2020",8310096,NA,"Samoa",1244,13858,11.1353376205788
"2613","Oysters","2020",8310096,NA,"Singapore",17296,232632,13.45
"2614","Oysters","2020",8310096,NA,"Taiwan",196,53644,273.691224489796
"2615","Oysters","2020",8310096,NA,"Thailand",300,17419,58.06
"2616","Oysters","2020",8310096,NA,"Tonga",1540,6910,4.48795454545455
"2617","Oysters","2020",8310096,NA,"United Kingdom",163,145828,894.648466257669
"2618","Oysters","2020",8310096,NA,"United States",23705,269958,11.3902214722632
"2619","Oysters","2020",8310096,NA,"Vanuatu",348,14585,41.91
"2620","Oysters","2020",8310096,NA,"Vietnam",13,19507,1500.54
"2621","Oysters","2021",7616045,NA,"American Samoa",4000,73845,18.46
"2622","Oysters","2021",7616045,NA,"Australia",593688,7467215,12.5784513414453
"2623","Oysters","2021",7616045,NA,"Canada",410,4510,11
"2624","Oysters","2021",7616045,NA,"China",123057,2192651,17.8151180347319
"2625","Oysters","2021",7616045,NA,"Cook Islands",4058,49638,12.2303844258255
"2626","Oysters","2021",7616045,NA,"Denmark",9450,125300,13.26
"2627","Oysters","2021",7616045,NA,"French Polynesia",144463,2115085,14.6431073700532
"2628","Oysters","2021",7616045,NA,"Hong Kong",188905,2422258,12.8218150922421
"2629","Oysters","2021",7616045,NA,"Japan",30550,418691,13.708
"2630","Oysters","2021",7616045,NA,"Kiribati",438,2081,4.75
"2631","Oysters","2021",7616045,NA,"New Caledonia",144078,1707231,11.8449134496592
"2632","Oysters","2021",7616045,NA,"Niue",13,975,75
"2633","Oysters","2021",7616045,NA,"Norfolk Island",1,136,136
"2634","Oysters","2021",7616045,NA,"Papua New Guinea",232,49187,212.014698275862
"2635","Oysters","2021",7616045,NA,"Philippines",848,12212,14.4
"2636","Oysters","2021",7616045,NA,"Russia",103560,1521306,14.6923812282735
"2637","Oysters","2021",7616045,NA,"Samoa",1835,21913,11.9430517711172
"2638","Oysters","2021",7616045,NA,"Singapore",12982,193790,14.93
"2639","Oysters","2021",7616045,NA,"Taiwan",1211,29621,24.4633608587944
"2640","Oysters","2021",7616045,NA,"Tonga",676,58341,86.3048816568047
"2641","Oysters","2021",7616045,NA,"United Kingdom",1136,31257,27.5191901408451
"2642","Oysters","2021",7616045,NA,"United States",105863,1202152,11.3566774038144
"2643","Oysters","2021",7616045,NA,"Vanuatu",379,9412,24.83
"2644","Oysters","2021",7616045,NA,"Vietnam",860,52803,61.4006511627907
"2645","Oysters","2022",7661148,NA,"American Samoa",4000,75037,18.76
"2646","Oysters","2022",7661148,NA,"Australia",837859,6504646,7.76437191699319
"2647","Oysters","2022",7661148,NA,"Canada",1653,20865,12.62
"2648","Oysters","2022",7661148,NA,"China",122423,2532029,20.6822006485709
"2649","Oysters","2022",7661148,NA,"Cook Islands",4797,98501,20.5337585991245
"2650","Oysters","2022",7661148,NA,"Denmark",18945,244911,12.93
"2651","Oysters","2022",7661148,NA,"Fiji",167,5828,34.8980838323353
"2652","Oysters","2022",7661148,NA,"French Polynesia",151559,2152715,14.204566406482
"2653","Oysters","2022",7661148,NA,"Germany",9450,104304,11.04
"2654","Oysters","2022",7661148,NA,"Hong Kong",91145,1728376,18.9655466564266
"2655","Oysters","2022",7661148,NA,"Japan",11755,262294,22.3089834113143
"2656","Oysters","2022",7661148,NA,"New Caledonia",118337,1522980,12.8681736058883
"2657","Oysters","2022",7661148,NA,"Niue",2,447,223.5
"2658","Oysters","2022",7661148,NA,"Papua New Guinea",625,31679,49.3936
"2659","Oysters","2022",7661148,NA,"Poland",427,51618,120.89
"2660","Oysters","2022",7661148,NA,"Samoa",4244,50848,11.9830089538172
"2661","Oysters","2022",7661148,NA,"Singapore",45716,798867,17.476861492694
"2662","Oysters","2022",7661148,NA,"Thailand",1005,244739,243.525373134328
"2663","Oysters","2022",7661148,NA,"Tonga",175,32748,187.128571428571
"2664","Oysters","2022",7661148,NA,"United Arab Emirates",168,3292,19.6
"2665","Oysters","2022",7661148,NA,"United Kingdom",1350,24703,18.3007407407407
"2666","Oysters","2022",7661148,NA,"United States",93065,1153044,12.3892274216945
"2667","Oysters","2022",7661148,NA,"Vanuatu",996,25815,25.9201807228916
"2668","Oysters","2022",7661148,NA,"Vietnam",25,42585,1703.4
"2669","Oysters",NA,0,NA,NA,NA,NA,NA
"2670","Parore","2018",65363,84000,NA,NA,NA,NA
"2671","Parore","2019",81735,84000,NA,NA,NA,NA
"2672","Parore","2020",77810,84000,NA,NA,NA,NA
"2673","Parore","2021",73741,84000,NA,NA,NA,NA
"2674","Parore","2022",59003,84000,NA,NA,NA,NA
"2675","Paua","2018",704663,NA,"Australia",29105,2022659,69.492262154269
"2676","Paua","2018",704663,NA,"Cambodia",4896,385146,78.67
"2677","Paua","2018",704663,NA,"Canada",532,29304,55.0823684210526
"2678","Paua","2018",704663,NA,"China",108035,6950789,64.3387848382469
"2679","Paua","2018",704663,NA,"Hong Kong",224302,11575357,51.6062648572015
"2680","Paua","2018",704663,NA,"Malaysia",16991,831714,48.95
"2681","Paua","2018",704663,NA,"Singapore",277675,14187206,51.0891895561358
"2682","Paua","2018",704663,NA,"Taiwan",2021,105126,52.0196239485403
"2683","Paua","2018",704663,NA,"United Kingdom",602,20736,34.45
"2684","Paua","2018",704663,NA,"United States",2238,120584,53.88
"2685","Paua","2018",704663,NA,"Vietnam",8011,386954,48.3
"2686","Paua","2019",677150,NA,"Australia",23053,1690059,73.312853424717
"2687","Paua","2019",677150,NA,"Cambodia",5620,316334,56.29
"2688","Paua","2019",677150,NA,"Canada",287,21617,75.32
"2689","Paua","2019",677150,NA,"China",122228,7446937,60.9230539647217
"2690","Paua","2019",677150,NA,"Hong Kong",107145,6070465,56.6609665406692
"2691","Paua","2019",677150,NA,"Malaysia",26726,1756720,65.7287921873831
"2692","Paua","2019",677150,NA,"Netherlands",7421,266163,35.87
"2693","Paua","2019",677150,NA,"Singapore",294485,16474735,55.9489305057983
"2694","Paua","2019",677150,NA,"South Korea",810,51898,64.07
"2695","Paua","2019",677150,NA,"Taiwan",2091,144320,69.0213486370158
"2696","Paua","2019",677150,NA,"United Kingdom",1428,52882,37.03
"2697","Paua","2019",677150,NA,"United States",1481,97205,65.6318838622552
"2698","Paua","2019",677150,NA,"Vietnam",4653,310948,66.83
"2699","Paua","2020",684966,NA,"Australia",10505,767799,73.0844683484055
"2700","Paua","2020",684966,NA,"Cambodia",1388,60681,43.72
"2701","Paua","2020",684966,NA,"China",110286,5681293,51.511122263932
"2702","Paua","2020",684966,NA,"French Polynesia",10,588,58.8
"2703","Paua","2020",684966,NA,"Hong Kong",97749,4336214,44.3627367031888
"2704","Paua","2020",684966,NA,"Malaysia",26665,1385827,51.9749806862929
"2705","Paua","2020",684966,NA,"Netherlands",4726,168997,35.76
"2706","Paua","2020",684966,NA,"Singapore",226140,9174216,40.5642982223401
"2707","Paua","2020",684966,NA,"Taiwan",4251,185731,43.6926393789696
"2708","Paua","2020",684966,NA,"Thailand",0,4,NA
"2709","Paua","2020",684966,NA,"United States",1746,107308,61.4577777777778
"2710","Paua","2021",706372,NA,"Australia",6003,422918,70.4530618024321
"2711","Paua","2021",706372,NA,"Cambodia",2061,108533,52.6577244056283
"2712","Paua","2021",706372,NA,"China",232384,12432882,53.5049222838061
"2713","Paua","2021",706372,NA,"Hong Kong",85743,4057313,47.3225248708349
"2714","Paua","2021",706372,NA,"Japan",33,1896,57.45
"2715","Paua","2021",706372,NA,"Malaysia",23148,1206328,52.1115845861413
"2716","Paua","2021",706372,NA,"Singapore",357903,14843303,41.4734287223074
"2717","Paua","2021",706372,NA,"Taiwan",10071,445015,44.1887737066826
"2718","Paua","2021",706372,NA,"Thailand",50,5625,112.5
"2719","Paua","2021",706372,NA,"United Arab Emirates",135,7177,53.16
"2720","Paua","2021",706372,NA,"United States",831,40312,48.51
"2721","Paua","2022",753639,NA,"Australia",3546,306644,86.4795318668923
"2722","Paua","2022",753639,NA,"Cambodia",5382,275897,51.26
"2723","Paua","2022",753639,NA,"China",243405,16927518,69.544700108872
"2724","Paua","2022",753639,NA,"Hong Kong",32209,1745728,54.1968431183831
"2725","Paua","2022",753639,NA,"Malaysia",19393,1287142,66.3735301397411
"2726","Paua","2022",753639,NA,"Mauritius",100,8125,81.25
"2727","Paua","2022",753639,NA,"Singapore",216183,12935529,59.8358258049893
"2728","Paua","2022",753639,NA,"Taiwan",5341,397470,74.4194027335705
"2729","Paua","2022",753639,NA,"United Arab Emirates",820,30910,37.7
"2730","Paua","2022",753639,NA,"United States",46,217,4.72
"2731","Paua","2022",753639,NA,"Vietnam",1518,94805,62.45
"2732","Paua",NA,0,NA,NA,NA,NA,NA
"2733","Pigfish",NA,0,NA,NA,NA,NA,NA
"2734","Pilchard/Sardines","2018",624189,2485000,"Cook Islands",13716,41421,3.02132254301546
"2735","Pilchard/Sardines","2018",624189,2485000,"Micronesia",54,741,13.72
"2736","Pilchard/Sardines","2018",624189,2485000,"Niue",560,4381,7.82
"2737","Pilchard/Sardines","2018",624189,2485000,"Papua New Guinea",50,1314,26.28
"2738","Pilchard/Sardines","2018",624189,2485000,"Samoa",534,2113,3.96
"2739","Pilchard/Sardines","2018",624189,2485000,"Tonga",76,619,8.14
"2740","Pilchard/Sardines","2018",624189,2485000,"Vanuatu",397,2809,7.07546599496222
"2741","Pilchard/Sardines","2019",343381,2485000,"Australia",655,17212,26.28
"2742","Pilchard/Sardines","2019",343381,2485000,"Canada",67,898,13.4
"2743","Pilchard/Sardines","2019",343381,2485000,"Cook Islands",8121,36895,4.54509050609531
"2744","Pilchard/Sardines","2019",343381,2485000,"Fiji",14000,28336,2.02
"2745","Pilchard/Sardines","2019",343381,2485000,"Niue",710,6318,8.9
"2746","Pilchard/Sardines","2019",343381,2485000,"Papua New Guinea",250,1360,5.44
"2747","Pilchard/Sardines","2019",343381,2485000,"Tonga",81,697,8.6
"2748","Pilchard/Sardines","2019",343381,2485000,"United States",143,1698,11.87
"2749","Pilchard/Sardines","2019",343381,2485000,"Vanuatu",332,1204,3.62951807228916
"2750","Pilchard/Sardines","2020",261700,2485000,"Australia",15500,39039,2.52
"2751","Pilchard/Sardines","2020",261700,2485000,"Cook Islands",20503,78705,3.83817441350046
"2752","Pilchard/Sardines","2020",261700,2485000,"Micronesia",8,111,13.88
"2753","Pilchard/Sardines","2020",261700,2485000,"Niue",714,6399,8.96
"2754","Pilchard/Sardines","2020",261700,2485000,"Norfolk Island",19,245,12.89
"2755","Pilchard/Sardines","2020",261700,2485000,"Philippines",1938,7683,3.96
"2756","Pilchard/Sardines","2020",261700,2485000,"Thailand",1923,18646,9.7
"2757","Pilchard/Sardines","2020",261700,2485000,"Tonga",670,4410,6.58
"2758","Pilchard/Sardines","2021",431306,2485000,"Australia",2020,1192,0.59
"2759","Pilchard/Sardines","2021",431306,2485000,"Cook Islands",17516,71780,4.09749029458781
"2760","Pilchard/Sardines","2021",431306,2485000,"New Caledonia",14160,30025,2.12
"2761","Pilchard/Sardines","2021",431306,2485000,"Niue",567,7678,13.5422574955908
"2762","Pilchard/Sardines","2021",431306,2485000,"Norfolk Island",5,61,12.2
"2763","Pilchard/Sardines","2021",431306,2485000,"Northern Mariana Islands",5,85,17
"2764","Pilchard/Sardines","2021",431306,2485000,"Samoa",33,421,12.76
"2765","Pilchard/Sardines","2021",431306,2485000,"Tonga",207,2310,11.16
"2766","Pilchard/Sardines","2021",431306,2485000,"Vanuatu",21,205,9.76
"2767","Pilchard/Sardines","2022",194039,2485000,"Cook Islands",17697,55459,3.13194439735548
"2768","Pilchard/Sardines","2022",194039,2485000,"Fiji",2171,7859,3.62
"2769","Pilchard/Sardines","2022",194039,2485000,"New Caledonia",14700,50889,3.46
"2770","Pilchard/Sardines","2022",194039,2485000,"Niue",378,7738,20.4673544973545
"2771","Pilchard/Sardines","2022",194039,2485000,"Philippines",50,7932,158.64
"2772","Pilchard/Sardines","2022",194039,2485000,"Samoa",12,161,13.42
"2773","Pilchard/Sardines","2022",194039,2485000,"Vanuatu",39,399,10.23
"2774","Pomfrets","2018",289677,980000,NA,NA,NA,NA
"2775","Pomfrets","2019",141174,980000,NA,NA,NA,NA
"2776","Pomfrets","2020",218833,980000,NA,NA,NA,NA
"2777","Pomfrets","2021",405365,980000,NA,NA,NA,NA
"2778","Pomfrets","2022",772762,980000,NA,NA,NA,NA
"2779","Pomfrets",NA,0,NA,NA,NA,NA,NA
"2780","Porae","2018",54498,83000,NA,NA,NA,NA
"2781","Porae","2019",54594,83000,NA,NA,NA,NA
"2782","Porae","2020",54415,83000,NA,NA,NA,NA
"2783","Porae","2021",55781,89000,NA,NA,NA,NA
"2784","Porae","2022",44593,89000,NA,NA,NA,NA
"2785","Rattails & Other Macrouridae Fish",NA,0,NA,NA,NA,NA,NA
"2786","Rays & Skates","2018",2475916,2835000,"Australia",10644,94066,8.83850714017287
"2787","Rays & Skates","2018",2475916,2835000,"Canada",182,2406,13.22
"2788","Rays & Skates","2018",2475916,2835000,"China",166155,444009,2.67548517950107
"2789","Rays & Skates","2018",2475916,2835000,"Cook Islands",100,1098,10.98
"2790","Rays & Skates","2018",2475916,2835000,"France",101520,526782,5.19
"2791","Rays & Skates","2018",2475916,2835000,"French Polynesia",2090,10390,4.97
"2792","Rays & Skates","2018",2475916,2835000,"Hong Kong",4985,27796,5.58
"2793","Rays & Skates","2018",2475916,2835000,"Italy",123085,571654,4.64
"2794","Rays & Skates","2018",2475916,2835000,"Malaysia",3387,9324,2.75
"2795","Rays & Skates","2018",2475916,2835000,"Marshall Islands",130,538,4.14
"2796","Rays & Skates","2018",2475916,2835000,"New Caledonia",100,580,5.8
"2797","Rays & Skates","2018",2475916,2835000,"Norfolk Island",20,233,11.65
"2798","Rays & Skates","2018",2475916,2835000,"Palau",50,331,6.62
"2799","Rays & Skates","2018",2475916,2835000,"South Korea",164885,432010,2.62351887679292
"2800","Rays & Skates","2018",2475916,2835000,"Spain",12000,61231,5.1
"2801","Rays & Skates","2018",2475916,2835000,"Tonga",230,1104,4.8
"2802","Rays & Skates","2018",2475916,2835000,"United Kingdom",2500,13998,5.6
"2803","Rays & Skates","2018",2475916,2835000,"Vanuatu",150,1216,8.11
"2804","Rays & Skates","2018",2475916,2835000,"Wallis & Futuna",3180,21866,6.88
"2805","Rays & Skates","2019",2134016,2835000,"Canada",133,1805,13.57
"2806","Rays & Skates","2019",2134016,2835000,"China",223139,764504,3.42923509561305
"2807","Rays & Skates","2019",2134016,2835000,"Cyprus",500,2476,4.95
"2808","Rays & Skates","2019",2134016,2835000,"Denmark",7880,46109,5.85
"2809","Rays & Skates","2019",2134016,2835000,"France",106910,584686,5.46647928163876
"2810","Rays & Skates","2019",2134016,2835000,"Germany",2000,10139,5.07
"2811","Rays & Skates","2019",2134016,2835000,"Hong Kong",9056,50863,5.62023851590106
"2812","Rays & Skates","2019",2134016,2835000,"Italy",79922,396279,4.96
"2813","Rays & Skates","2019",2134016,2835000,"Japan",16000,76288,4.77
"2814","Rays & Skates","2019",2134016,2835000,"Malaysia",3449,12866,3.73
"2815","Rays & Skates","2019",2134016,2835000,"New Caledonia",500,3050,6.1
"2816","Rays & Skates","2019",2134016,2835000,"Samoa",25,643,25.72
"2817","Rays & Skates","2019",2134016,2835000,"Singapore",500,3443,6.89
"2818","Rays & Skates","2019",2134016,2835000,"South Korea",143827,393912,2.73839362567529
"2819","Rays & Skates","2019",2134016,2835000,"Spain",11460,58242,5.08
"2820","Rays & Skates","2019",2134016,2835000,"United Kingdom",5,7,1.4
"2821","Rays & Skates","2020",1977844,2835000,"Australia",3052,26131,8.56504587155963
"2822","Rays & Skates","2020",1977844,2835000,"China",84027,301828,3.59209956323563
"2823","Rays & Skates","2020",1977844,2835000,"Cyprus",100,562,5.62
"2824","Rays & Skates","2020",1977844,2835000,"Denmark",23015,145547,6.32
"2825","Rays & Skates","2020",1977844,2835000,"France",50965,316161,6.20151574610026
"2826","Rays & Skates","2020",1977844,2835000,"Hong Kong",4545,27039,5.95
"2827","Rays & Skates","2020",1977844,2835000,"Italy",75650,395940,5.23
"2828","Rays & Skates","2020",1977844,2835000,"Japan",19000,95878,5.05
"2829","Rays & Skates","2020",1977844,2835000,"Malaysia",17004,62514,3.68
"2830","Rays & Skates","2020",1977844,2835000,"New Caledonia",650,6115,9.41
"2831","Rays & Skates","2020",1977844,2835000,"South Korea",198272,740865,3.73572657763073
"2832","Rays & Skates","2020",1977844,2835000,"Spain",6000,32904,5.48
"2833","Rays & Skates","2020",1977844,2835000,"United Kingdom",3580,23441,6.55
"2834","Rays & Skates","2020",1977844,2835000,"Vietnam",300,4050,13.5
"2835","Rays & Skates","2021",2008700,2835000,"China",51348,130652,2.54760497000857
"2836","Rays & Skates","2021",2008700,2835000,"Cook Islands",25,243,9.72
"2837","Rays & Skates","2021",2008700,2835000,"Denmark",7995,44830,5.61
