"","CommonName","Year","ExportCountry","TotalExportWeight","TotalTotalPrice","TotalAvgUnitPrice"
"2879","Salmon, Trout & Other Salmonidae Fish","2018","Thailand",89375,1930759,21.598536951049
"2880","Salmon, Trout & Other Salmonidae Fish","2018","Tonga",655,14884,22.7226564885496
"2881","Salmon, Trout & Other Salmonidae Fish","2018","United Arab Emirates",13926,384811,27.63
"2882","Salmon, Trout & Other Salmonidae Fish","2018","United Kingdom",10535,260955,24.7687660180351
"2883","Salmon, Trout & Other Salmonidae Fish","2018","United States",2517461,52720975,20.9429710172273
"2884","Salmon, Trout & Other Salmonidae Fish","2018","Vanuatu",2908,105108,36.1450550206327
"2885","Salmon, Trout & Other Salmonidae Fish","2018","Wallis & Futuna",319,15992,50.1341379310345
"2886","Salmon, Trout & Other Salmonidae Fish","2019","Australia",1934276,14873114,7.68921668882827
"2887","Salmon, Trout & Other Salmonidae Fish","2019","Canada",167490,4740914,28.3067931816825
"2888","Salmon, Trout & Other Salmonidae Fish","2019","China",426441,7837972,18.3775055634894
"2889","Salmon, Trout & Other Salmonidae Fish","2019","Cook Islands",4016,98619,24.5487998007968
"2890","Salmon, Trout & Other Salmonidae Fish","2019","Fiji",5768,148038,25.6640759361997
"2891","Salmon, Trout & Other Salmonidae Fish","2019","French Polynesia",31866,949810,29.8057619406264
"2892","Salmon, Trout & Other Salmonidae Fish","2019","Germany",3824,58180,15.2176987447699
"2893","Salmon, Trout & Other Salmonidae Fish","2019","Guam",1500,96355,64.24
"2894","Salmon, Trout & Other Salmonidae Fish","2019","Hong Kong",84844,2037618,24.0195465796049
"2895","Salmon, Trout & Other Salmonidae Fish","2019","Italy",9047,183937,20.335359787775
"2896","Salmon, Trout & Other Salmonidae Fish","2019","Japan",465261,8605509,18.4957839578215
"2897","Salmon, Trout & Other Salmonidae Fish","2019","Malaysia",131394,516950,3.93244798088193
"2898","Salmon, Trout & Other Salmonidae Fish","2019","Marshall Islands",10,122,12.2
"2899","Salmon, Trout & Other Salmonidae Fish","2019","Netherlands",51101,1740721,34.0640110761042
"2900","Salmon, Trout & Other Salmonidae Fish","2019","New Caledonia",4740,143346,30.2432025316456
"2901","Salmon, Trout & Other Salmonidae Fish","2019","Niue",1922,80378,41.8197918834547
"2902","Salmon, Trout & Other Salmonidae Fish","2019","Norfolk Island",34,385,11.3247058823529
"2903","Salmon, Trout & Other Salmonidae Fish","2019","Palau",350,3863,11.04
"2904","Salmon, Trout & Other Salmonidae Fish","2019","Papua New Guinea",5711,146514,25.6512187007529
"2905","Salmon, Trout & Other Salmonidae Fish","2019","Philippines",4141,117318,28.3293021009418
"2906","Salmon, Trout & Other Salmonidae Fish","2019","Samoa",2665,64816,24.3210281425891
"2907","Salmon, Trout & Other Salmonidae Fish","2019","Singapore",109590,2906599,26.5206223195547
"2908","Salmon, Trout & Other Salmonidae Fish","2019","Solomon Islands",432,16105,37.2803240740741
"2909","Salmon, Trout & Other Salmonidae Fish","2019","South Korea",68861,3027082,43.9632228692584
"2910","Salmon, Trout & Other Salmonidae Fish","2019","Switzerland",19696,1153635,58.5735134037368
"2911","Salmon, Trout & Other Salmonidae Fish","2019","Taiwan",98673,1477045,14.9700576652174
"2912","Salmon, Trout & Other Salmonidae Fish","2019","Thailand",104617,2393678,22.8798670388178
"2913","Salmon, Trout & Other Salmonidae Fish","2019","Tonga",2331,45625,19.5729686829687
"2914","Salmon, Trout & Other Salmonidae Fish","2019","United Arab Emirates",19041,483550,25.3969717976997
"2915","Salmon, Trout & Other Salmonidae Fish","2019","United Kingdom",27108,614554,22.6742492990999
"2916","Salmon, Trout & Other Salmonidae Fish","2019","United States",2784224,62879501,22.580238299792
"2917","Salmon, Trout & Other Salmonidae Fish","2019","Vanuatu",3059,72906,23.8356456358287
"2918","Salmon, Trout & Other Salmonidae Fish","2019","Wallis & Futuna",281,13590,48.3641992882562
"2919","Salmon, Trout & Other Salmonidae Fish","2020","American Samoa",420,21017,50.04
"2920","Salmon, Trout & Other Salmonidae Fish","2020","Australia",1724495,11552383,6.69907357226318
"2921","Salmon, Trout & Other Salmonidae Fish","2020","Canada",137466,3694897,26.8767666914001
"2922","Salmon, Trout & Other Salmonidae Fish","2020","China",256882,4682386,18.2273629915681
"2923","Salmon, Trout & Other Salmonidae Fish","2020","Cook Islands",3831,68703,17.9344975202297
"2924","Salmon, Trout & Other Salmonidae Fish","2020","Fiji",2362,54907,23.2453937341236
"2925","Salmon, Trout & Other Salmonidae Fish","2020","French Polynesia",15928,562535,35.3184718734304
"2926","Salmon, Trout & Other Salmonidae Fish","2020","Germany",1650,26841,16.2680606060606
"2927","Salmon, Trout & Other Salmonidae Fish","2020","Guam",2000,66962,33.48
"2928","Salmon, Trout & Other Salmonidae Fish","2020","Hong Kong",63056,1628934,25.8341808868308
"2929","Salmon, Trout & Other Salmonidae Fish","2020","Italy",7800,150679,19.32
"2930","Salmon, Trout & Other Salmonidae Fish","2020","Jamaica",1012,23415,23.1336363636364
"2931","Salmon, Trout & Other Salmonidae Fish","2020","Japan",551626,7629465,13.8268226479535
"2932","Salmon, Trout & Other Salmonidae Fish","2020","Kiribati",5,80,16
"2933","Salmon, Trout & Other Salmonidae Fish","2020","Malaysia",105727,468274,4.4332215990239
"2934","Salmon, Trout & Other Salmonidae Fish","2020","Namibia",71,6011,84.66
