"","CommonName","Year","ExportCountry","TotalExportWeight","TotalTotalPrice","TotalAvgUnitPrice"
"1251","Jack Mackerel","2019","Peru",770275,1622466,2.10769643309208
"1252","Jack Mackerel","2019","Philippines",270000,414991,1.54
"1253","Jack Mackerel","2019","Romania",6940,13234,1.91
"1254","Jack Mackerel","2019","Russia",739597,2038850,2.75535721480752
"1255","Jack Mackerel","2019","Réunion",60600,146034,2.41
"1256","Jack Mackerel","2019","South Africa",24761,30186,1.21642340777836
"1257","Jack Mackerel","2019","Thailand",320600,865074,2.70053025577043
"1258","Jack Mackerel","2019","Togo",863891,1560082,1.81
"1259","Jack Mackerel","2019","Ukraine",1641151,4500355,2.74311344903668
"1260","Jack Mackerel","2019","United Arab Emirates",97100,131050,1.35
"1261","Jack Mackerel","2019","United Kingdom",12260,23542,1.92
"1262","Jack Mackerel","2019","United States",198240,464153,2.34197740112994
"1263","Jack Mackerel","2019","Vietnam",1570580,4189454,2.66777149206026
"1264","Jack Mackerel","2020","Angola",279180,407382,1.46
"1265","Jack Mackerel","2020","Australia",227202,403251,1.77709984947316
"1266","Jack Mackerel","2020","Belarus",91784,299993,3.26716987710276
"1267","Jack Mackerel","2020","Benin",643898,1032994,1.6
"1268","Jack Mackerel","2020","Bulgaria",100,226,2.26
"1269","Jack Mackerel","2020","Burkina Faso",1116720,1439347,1.29
"1270","Jack Mackerel","2020","Cameroon",8551885,13712937,1.60290181638317
"1271","Jack Mackerel","2020","China",5646473,16894658,2.99074558401324
"1272","Jack Mackerel","2020","Congo (Republic)",3090302,4813931,1.55453271557278
"1273","Jack Mackerel","2020","Equatorial Guinea",454440,898145,1.98
"1274","Jack Mackerel","2020","France",375220,701583,1.87
"1275","Jack Mackerel","2020","Gabon",136836,231942,1.7
"1276","Jack Mackerel","2020","Georgia",6160,17555,2.85
"1277","Jack Mackerel","2020","Ghana",3939608,5953099,1.51
"1278","Jack Mackerel","2020","Greece",18780,35670,1.9
"1279","Jack Mackerel","2020","Ivory Coast",1055144,1687324,1.6
"1280","Jack Mackerel","2020","Japan",594110,2040738,3.43778061301779
"1281","Jack Mackerel","2020","Lithuania",26980,98789,3.66
"1282","Jack Mackerel","2020","Mauritius",25440,60007,2.36
"1283","Jack Mackerel","2020","Monaco",26460,51518,1.95
"1284","Jack Mackerel","2020","Mozambique",1399024,1891913,1.35
"1285","Jack Mackerel","2020","Namibia",54000,77186,1.43
"1286","Jack Mackerel","2020","Netherlands",26200,56193,2.14
"1287","Jack Mackerel","2020","Nigeria",1112214,1264773,1.14
"1288","Jack Mackerel","2020","Papua New Guinea",54884,112489,2.04703538371839
"1289","Jack Mackerel","2020","Peru",323640,846394,2.62
"1290","Jack Mackerel","2020","Russia",493421,1614381,3.26967441596527
"1291","Jack Mackerel","2020","Réunion",52000,106234,2.04
"1292","Jack Mackerel","2020","South Africa",65060,86555,1.33
"1293","Jack Mackerel","2020","Thailand",395125,1300657,3.29183321733629
"1294","Jack Mackerel","2020","Togo",405318,662681,1.63
"1295","Jack Mackerel","2020","Ukraine",544798,1708376,3.13229009651284
"1296","Jack Mackerel","2020","United Arab Emirates",27918,46467,1.66
"1297","Jack Mackerel","2020","United States",279405,708349,2.54
"1298","Jack Mackerel","2020","Vietnam",2008683,5317075,2.64741989154088
"1299","Jack Mackerel","2021","Angola",167508,228709,1.37
"1300","Jack Mackerel","2021","Australia",92513,157203,1.7
"1301","Jack Mackerel","2021","Belarus",15456,55441,3.59
"1302","Jack Mackerel","2021","Benin",998280,1932054,1.94
"1303","Jack Mackerel","2021","Cameroon",10480577,18595255,1.77
"1304","Jack Mackerel","2021","China",7763897,26042954,3.35548480743627
"1305","Jack Mackerel","2021","Congo (Republic)",2443348,4580263,1.87315123347145
"1306","Jack Mackerel","2021","Equatorial Guinea",572724,1178081,2.06
"1307","Jack Mackerel","2021","Fiji",81200,118935,1.46
"1308","Jack Mackerel","2021","France",400453,832613,2.08
"1309","Jack Mackerel","2021","Gabon",27918,51549,1.85
"1310","Jack Mackerel","2021","Georgia",393,823,2.09
"1311","Jack Mackerel","2021","Ghana",2344428,4290652,1.83
"1312","Jack Mackerel","2021","Ivory Coast",558750,1056059,1.89
"1313","Jack Mackerel","2021","Japan",1009670,3779059,3.74735830518882
"1314","Jack Mackerel","2021","Lithuania",74200,272616,3.67635040431267
"1315","Jack Mackerel","2021","Mozambique",190303,161943,0.85
"1316","Jack Mackerel","2021","Nigeria",1675080,2680540,1.6
"1317","Jack Mackerel","2021","Russia",792338,2926764,3.6935442702483
"1318","Jack Mackerel","2021","Réunion",54000,94716,1.75
"1319","Jack Mackerel","2021","Singapore",22,50,2.27
"1320","Jack Mackerel","2021","South Africa",0,0,NA
"1321","Jack Mackerel","2021","Thailand",128346,414065,3.22398438595671
"1322","Jack Mackerel","2021","Togo",1648962,3442284,2.09
"1323","Jack Mackerel","2021","Ukraine",690019,2370010,3.43522902992526
"1324","Jack Mackerel","2021","United Arab Emirates",307098,547271,1.78
"1325","Jack Mackerel","2021","United Kingdom",83754,150251,1.79
"1326","Jack Mackerel","2021","United States",164940,451115,2.74
"1327","Jack Mackerel","2021","Vietnam",1048537,3731541,3.55594701951386
"1328","Jack Mackerel","2022","Angola",274833,471462,1.72
"1329","Jack Mackerel","2022","Australia",137540,206131,1.49980514759343
"1330","Jack Mackerel","2022","Belarus",41500,167091,4.03
"1331","Jack Mackerel","2022","Benin",459000,923111,2.01
"1332","Jack Mackerel","2022","Cameroon",10690299,19230886,1.8
"1333","Jack Mackerel","2022","Canada",54000,127057,2.35
"1334","Jack Mackerel","2022","China",7434913,25952973,3.48734220965329
"1335","Jack Mackerel","2022","Congo (Republic)",2351126,4343448,1.84723483131061
"1336","Jack Mackerel","2022","Equatorial Guinea",53020,109470,2.06
"1337","Jack Mackerel","2022","France",395180,903467,2.29
"1338","Jack Mackerel","2022","Georgia",15784,41419,2.62146984287886
"1339","Jack Mackerel","2022","Germany",54000,136558,2.53
"1340","Jack Mackerel","2022","Ghana",855411,1628341,1.9
"1341","Jack Mackerel","2022","Japan",708637,2858552,4.03129679934861
"1342","Jack Mackerel","2022","Malaysia",67,97,1.45
"1343","Jack Mackerel","2022","Mozambique",727038,844078,1.16
"1344","Jack Mackerel","2022","Netherlands",159960,342449,2.14
"1345","Jack Mackerel","2022","Papua New Guinea",15660,29441,1.88
"1346","Jack Mackerel","2022","Réunion",54000,104665,1.94
"1347","Jack Mackerel","2022","South Africa",107980,468505,4.34
"1348","Jack Mackerel","2022","Spain",184800,403738,2.18
"1349","Jack Mackerel","2022","Thailand",256067,879757,3.44
"1350","Jack Mackerel","2022","Togo",1644766,3473992,2.11
"1351","Jack Mackerel","2022","Ukraine",56340,154503,2.74
"1352","Jack Mackerel","2022","United Arab Emirates",81000,180307,2.23
"1353","Jack Mackerel","2022","United States",164700,453391,2.75
"1354","Jack Mackerel","2022","Vietnam",621756,2133396,3.43510798448266
"1355","John Dory","2018","Australia",287223,3429734,11.9381161675771
"1356","John Dory","2018","Canada",2618,50288,19.2049961802903
"1357","John Dory","2018","China",3759,14136,3.76099228518223
"1358","John Dory","2018","Cook Islands",75,1046,13.95
"1359","John Dory","2018","Croatia",747,11157,14.94
"1360","John Dory","2018","Germany",774,11628,15.02
"1361","John Dory","2018","Greece",17,256,15.06
"1362","John Dory","2018","Hong Kong",2284,39654,17.3579859894921
"1363","John Dory","2018","Italy",1012,14939,14.76
"1364","John Dory","2018","Malaysia",122,1500,12.3
"1365","John Dory","2018","Papua New Guinea",155,2530,16.3193548387097
"1366","John Dory","2018","Singapore",2590,43176,16.6685135135135
"1367","John Dory","2018","Solomon Islands",710,4552,6.41
"1368","John Dory","2018","Switzerland",6462,168923,26.1404549675023
"1369","John Dory","2018","United Arab Emirates",35,414,11.83
"1370","John Dory","2018","United States",58818,926890,15.7551679757897
"1371","John Dory","2018","Vietnam",40,926,23.15
"1372","John Dory","2019","Australia",233300,2874658,12.3199419202743
"1373","John Dory","2019","Canada",2058,37918,18.428221574344
"1374","John Dory","2019","China",6208,123483,19.8920038659794
"1375","John Dory","2019","Cook Islands",35,458,13.09
"1376","John Dory","2019","Croatia",783,12171,15.54
"1377","John Dory","2019","Fiji",150,2408,16.05
"1378","John Dory","2019","French Polynesia",24,439,18.29
"1379","John Dory","2019","Germany",881,13949,15.8322020431328
"1380","John Dory","2019","Greece",48,709,14.77
"1381","John Dory","2019","Hong Kong",3103,60468,19.4863486948115
"1382","John Dory","2019","Italy",426,6419,15.07
"1383","John Dory","2019","Japan",25,477,19.08
"1384","John Dory","2019","Malaysia",73,1027,14.07
"1385","John Dory","2019","Papua New Guinea",300,5647,18.82
"1386","John Dory","2019","Singapore",1993,39751,19.9488208730557
"1387","John Dory","2019","Switzerland",7025,180297,25.6610320284698
"1388","John Dory","2019","United Arab Emirates",903,15596,17.27
"1389","John Dory","2019","United States",54869,920745,16.7798510998925
"1390","John Dory","2019","Vanuatu",2,127,63.5
"1391","John Dory","2019","Vietnam",1633,9623,5.8926638089406
"1392","John Dory","2020","Australia",235100,2884014,12.264885580604
"1393","John Dory","2020","Canada",793,12058,15.208474148802
"1394","John Dory","2020","China",15764,53966,3.42495559502664
"1395","John Dory","2020","French Polynesia",49,1516,30.9371428571429
"1396","John Dory","2020","Germany",473,7004,14.81
"1397","John Dory","2020","Hong Kong",2391,59205,24.7637557507319
"1398","John Dory","2020","Italy",30,446,14.87
"1399","John Dory","2020","Japan",189,3004,15.89
"1400","John Dory","2020","Malaysia",45,539,11.98
"1401","John Dory","2020","New Caledonia",68,2219,32.6352941176471
"1402","John Dory","2020","Papua New Guinea",2330,30524,13.1
"1403","John Dory","2020","Singapore",1069,25312,23.6764733395697
"1404","John Dory","2020","Switzerland",5911,154025,26.0617814244629
"1405","John Dory","2020","Thailand",16,261,16.31
"1406","John Dory","2020","United Arab Emirates",473,9112,19.26
"1407","John Dory","2020","United States",27900,511928,18.3523652329749
"1408","John Dory","2020","Vietnam",2984,12828,4.3
"1409","John Dory","2021","Australia",252701,3047143,12.0623961915465
"1410","John Dory","2021","Canada",874,13692,15.6639244851259
"1411","John Dory","2021","French Polynesia",209,3911,18.7107655502392
"1412","John Dory","2021","Hong Kong",2730,61517,22.5311684981685
"1413","John Dory","2021","Italy",20,315,15.75
"1414","John Dory","2021","Malaysia",30,676,22.53
"1415","John Dory","2021","Micronesia",0,0,NA
"1416","John Dory","2021","Papua New Guinea",350,6358,18.17
"1417","John Dory","2021","Singapore",1112,24916,22.4042535971223
"1418","John Dory","2021","Switzerland",7055,188675,26.7419730687456
"1419","John Dory","2021","Thailand",0,0,NA
"1420","John Dory","2021","Ukraine",186,6996,37.61
"1421","John Dory","2021","United States",41559,703073,16.9132991650425
"1422","John Dory","2021","Vietnam",150,3073,20.49
"1423","John Dory","2022","Australia",233189,3289286,14.1042122484337
"1424","John Dory","2022","Canada",900,15187,16.87
"1425","John Dory","2022","Croatia",11,231,21
"1426","John Dory","2022","French Polynesia",148,3090,20.8768918918919
"1427","John Dory","2022","Hong Kong",2610,56921,21.8132567049808
"1428","John Dory","2022","Italy",123,2418,19.66
"1429","John Dory","2022","Micronesia",75,1876,25.01
"1430","John Dory","2022","Singapore",1458,26859,18.4205898491084
"1431","John Dory","2022","Switzerland",4651,119427,25.6770457966029
"1432","John Dory","2022","Thailand",407,7581,18.6226044226044
"1433","John Dory","2022","United States",49386,862834,17.472132993156
"1434","Kahawai","2018","Australia",304004,459610,1.51053061801818
"1435","Kahawai","2018","Congo (Republic)",54000,82518,1.53
"1436","Kahawai","2018","Equatorial Guinea",27000,45997,1.7
"1437","Kahawai","2018","France",54000,86829,1.61
"1438","Kahawai","2018","Guinea",216000,348901,1.62
"1439","Kahawai","2018","Ivory Coast",525400,862576,1.64
"1440","Kahawai","2018","Namibia",54000,96518,1.79
"1441","Kahawai","2018","Nigeria",51985,91712,1.76
"1442","Kahawai","2018","Papua New Guinea",2740,6135,2.24
"1443","Kahawai","2018","Romania",14300,24150,1.69
"1444","Kahawai","2018","Russia",60,173,2.88
"1445","Kahawai","2018","South Africa",69000,132700,1.92
"1446","Kahawai","2019","Australia",116920,192080,1.64
"1447","Kahawai","2019","Belarus",30000,54451,1.82
"1448","Kahawai","2019","Congo (Republic)",108000,169936,1.57
"1449","Kahawai","2019","Equatorial Guinea",108000,169306,1.57
"1450","Kahawai","2019","Gabon",54000,91246,1.69
"1451","Kahawai","2019","Guinea",101000,158126,1.57
"1452","Kahawai","2019","Ivory Coast",296140,472899,1.6
"1453","Kahawai","2019","Papua New Guinea",9290,21772,2.34
"1454","Kahawai","2019","Romania",24320,48397,1.99
"1455","Kahawai","2019","Russia",241000,445840,1.85
"1456","Kahawai","2019","Togo",28000,43041,1.54
"1457","Kahawai","2019","Ukraine",30000,56491,1.88
"1458","Kahawai","2019","United Arab Emirates",27000,41750,1.55
"1459","Kahawai","2020","Australia",66313,98066,1.48
"1460","Kahawai","2020","Belarus",12500,23570,1.89
"1461","Kahawai","2020","Equatorial Guinea",83754,124730,1.49
"1462","Kahawai","2020","Guinea",165454,245948,1.49
"1463","Kahawai","2020","Ivory Coast",223344,335388,1.5
"1464","Kahawai","2020","Papua New Guinea",1250,2961,2.37
"1465","Kahawai","2020","Russia",111175,212718,1.91
"1466","Kahawai","2020","United Arab Emirates",83754,129954,1.55
"1467","Kahawai","2021","Australia",95447,146667,1.54
"1468","Kahawai","2021","Equatorial Guinea",55836,78184,1.4
"1469","Kahawai","2021","Guinea",251962,347724,1.38
"1470","Kahawai","2021","Ivory Coast",847350,1170776,1.38
"1471","Kahawai","2021","Papua New Guinea",1250,3427,2.74
"1472","Kahawai","2021","Russia",185000,305513,1.65
"1473","Kahawai","2021","Ukraine",48000,72247,1.51
"1474","Kahawai","2021","United Arab Emirates",27918,37799,1.35
"1475","Kahawai","2021","United Kingdom",25167,35295,1.4
"1476","Kahawai","2022","Australia",265566,409309,1.53896040908851
"1477","Kahawai","2022","Belarus",270000,517222,1.92
"1478","Kahawai","2022","Equatorial Guinea",82836,129297,1.56
"1479","Kahawai","2022","Guinea",324764,519836,1.6
"1480","Kahawai","2022","Ivory Coast",358434,514028,1.43
"1481","Kahawai","2022","Russia",108000,165284,1.53
"1482","Kahawai","2022","United Arab Emirates",55836,81095,1.45
"1483","Kingfish","2018","Australia",12531,124556,9.93929853962174
"1484","Kingfish","2018","Canada",3071,55957,18.2166558124389
"1485","Kingfish","2018","Germany",1162,14528,12.5
"1486","Kingfish","2018","Hong Kong",167,2495,14.9403592814371
"1487","Kingfish","2018","Italy",955,11459,12
"1488","Kingfish","2018","Palau",7,388,55.43
"1489","Kingfish","2018","Singapore",1232,15540,12.6178977272727
"1490","Kingfish","2018","Switzerland",547,6974,12.7505301645338
"1491","Kingfish","2018","United States",3785,52828,13.9541955085865
"1492","Kingfish","2018","Vietnam",697,2572,3.69
"1493","Kingfish","2019","Australia",16643,163170,9.80675779607042
"1494","Kingfish","2019","Bulgaria",5176,17632,3.41
"1495","Kingfish","2019","Canada",3001,56563,18.8432522492503
"1496","Kingfish","2019","Dominican Republic",2257,5978,2.65
"1497","Kingfish","2019","Fiji",2,123,61.5
"1498","Kingfish","2019","Georgia",18993,45185,2.38
"1499","Kingfish","2019","Germany",1322,16574,12.54
"1500","Kingfish","2019","Hong Kong",177,3650,20.6218644067797
"1501","Kingfish","2019","Italy",38,450,11.84
"1502","Kingfish","2019","Singapore",1264,16981,13.43
"1503","Kingfish","2019","Solomon Islands",1,77,77
"1504","Kingfish","2019","Switzerland",660,8144,12.34
"1505","Kingfish","2019","Tonga",2,17,8.5
"1506","Kingfish","2019","Ukraine",9407,27041,2.87
"1507","Kingfish","2019","United States",2701,42182,15.616308774528
"1508","Kingfish","2019","Vanuatu",5,286,57.2
"1509","Kingfish","2019","Vietnam",5136,16710,3.25
"1510","Kingfish","2020","Australia",10377,103800,10.0006919148116
"1511","Kingfish","2020","Canada",1512,24536,16.23
"1512","Kingfish","2020","Georgia",10598,34191,3.23
"1513","Kingfish","2020","Germany",358,4492,12.55
"1514","Kingfish","2020","Hong Kong",319,9090,28.4972727272727
"1515","Kingfish","2020","Singapore",416,5599,13.46
"1516","Kingfish","2020","Switzerland",752,9827,13.071329787234
"1517","Kingfish","2020","United States",1075,16272,15.14
"1518","Kingfish","2020","Vietnam",2652,5060,1.91
"1519","Kingfish","2021","Australia",12470,113025,9.06427185244587
"1520","Kingfish","2021","Canada",1550,26774,17.2732
"1521","Kingfish","2021","Cook Islands",0,0,NA
"1522","Kingfish","2021","Cyprus",0,0,NA
"1523","Kingfish","2021","Dominican Republic",14911,44865,3.01
"1524","Kingfish","2021","Fiji",10,333,33.3
"1525","Kingfish","2021","Hong Kong",316,9494,30.044082278481
"1526","Kingfish","2021","Italy",0,0,NA
"1527","Kingfish","2021","Singapore",69,912,13.22
"1528","Kingfish","2021","Switzerland",859,10934,12.73
"1529","Kingfish","2021","Ukraine",1801,4885,2.71
"1530","Kingfish","2021","United States",6077,102907,16.9362300477209
"1531","Kingfish","2022","Australia",8307,89449,10.7649729144095
"1532","Kingfish","2022","Canada",4339,81023,18.6739732657294
"1533","Kingfish","2022","Cook Islands",775,3335,4.3
"1534","Kingfish","2022","Cyprus",597,8532,14.29
"1535","Kingfish","2022","Dominican Republic",17716,71637,4.04
"1536","Kingfish","2022","Hong Kong",90,2300,25.56
"1537","Kingfish","2022","Italy",100,1396,13.96
"1538","Kingfish","2022","Japan",21,1,0.05
"1539","Kingfish","2022","Singapore",214,3301,15.425046728972
"1540","Kingfish","2022","Switzerland",597,8528,14.28
"1541","Kingfish","2022","Ukraine",3951,14283,3.62
"1542","Kingfish","2022","United States",8735,138450,15.8451917572982
"1543","Leatherjacket","2018","Australia",426,2086,4.90117370892019
"1544","Leatherjacket","2018","China",149720,443924,2.96588966069997
"1545","Leatherjacket","2018","Japan",4480,16822,3.75
"1546","Leatherjacket","2018","South Korea",6490,18667,2.88
"1547","Leatherjacket","2019","Australia",1197,6836,5.70729323308271
"1548","Leatherjacket","2019","China",139817,446049,3.1934824091491
"1549","Leatherjacket","2019","South Korea",18290,66388,3.63
"1550","Leatherjacket","2020","Australia",10,69,6.9
"1551","Leatherjacket","2020","China",52171,178367,3.41909911636733
"1552","Leatherjacket","2020","Malaysia",42870,188516,4.4
"1553","Leatherjacket","2020","Singapore",80,1833,22.91
"1554","Leatherjacket","2020","South Korea",2000,7674,3.84
"1555","Leatherjacket","2021","Australia",22,169,7.68
"1556","Leatherjacket","2021","China",122765,294294,2.39681464586812
"1557","Leatherjacket","2021","South Korea",8000,21360,2.67
"1558","Leatherjacket","2022","Australia",20,21,1.05
"1559","Leatherjacket","2022","China",146360,453774,3.0981552336704
"1560","Leatherjacket","2022","South Korea",8500,29410,3.46
"1561","Ling","2018","Australia",1688378,15417840,9.13156719644534
"1562","Ling","2018","Brazil",431102,5379542,12.48
"1563","Ling","2018","Bulgaria",1221,5477,4.48338247338247
"1564","Ling","2018","Canada",49065,584872,11.9157668399062
"1565","Ling","2018","China",316593,2255301,7.12136411733677
"1566","Ling","2018","Hong Kong",798816,9236453,11.5656655475103
"1567","Ling","2018","India",1000,13253,13.25
"1568","Ling","2018","Japan",99872,949797,9.5072412688241
"1569","Ling","2018","Lebanon",100,1090,10.9
"1570","Ling","2018","Malaysia",32743,640179,19.5552295147054
"1571","Ling","2018","Myanmar",12530,47934,3.83
"1572","Ling","2018","Namibia",32472,274771,8.46
"1573","Ling","2018","Philippines",10,68,6.8
"1574","Ling","2018","Poland",27500,258338,9.39109090909091
"1575","Ling","2018","Portugal",1017133,8339291,8.20016131617006
"1576","Ling","2018","Singapore",54319,816794,15.0388793976325
"1577","Ling","2018","South Africa",205746,1586017,7.70993263538538
"1578","Ling","2018","South Korea",16930,118510,7
"1579","Ling","2018","Spain",2314965,21660780,9.35904370476444
"1580","Ling","2018","Switzerland",408,6414,15.72
"1581","Ling","2018","Taiwan",9544,112823,11.82
"1582","Ling","2018","Thailand",306,3558,11.63
"1583","Ling","2018","United Arab Emirates",16291,179870,11.0436259284267
"1584","Ling","2018","United States",233425,4770211,20.438743150905
"1585","Ling","2018","Uruguay",13117,145870,11.12
"1586","Ling","2018","Vietnam",30460,199451,6.55088378200919
"1587","Ling","2019","Australia",1451909,13039255,8.97734930357206
"1588","Ling","2019","Brazil",571804,7573387,13.24
"1589","Ling","2019","Canada",80927,830125,10.2586704066628
"1590","Ling","2019","China",196118,1465362,7.47243567648049
"1591","Ling","2019","Germany",8443,96710,11.4515989577165
"1592","Ling","2019","Hong Kong",885542,11340250,12.810147367375
"1593","Ling","2019","Japan",130503,1198906,9.18686244760657
"1594","Ling","2019","Lebanon",300,3458,11.53
"1595","Ling","2019","Malaysia",113105,1310952,11.59
"1596","Ling","2019","Namibia",25985,196903,7.58
"1597","Ling","2019","Poland",60224,612385,10.1689314891073
"1598","Ling","2019","Portugal",1022625,8139847,7.96204488448845
"1599","Ling","2019","Singapore",81145,1100578,13.5664052005669
"1600","Ling","2019","South Africa",302277,2163467,7.15772136153263
"1601","Ling","2019","South Korea",3839,43614,11.3599322740297
"1602","Ling","2019","Spain",1578179,15729068,9.9680785703016
"1603","Ling","2019","Switzerland",509,8133,15.98
"1604","Ling","2019","Taiwan",3305,35510,10.74
"1605","Ling","2019","Thailand",326,3957,12.14
"1606","Ling","2019","United States",283273,6754674,23.8443470786132
"1607","Ling","2019","Uruguay",11368,138290,12.16
"1608","Ling","2019","Vietnam",38119,174211,4.5736643143839
"1609","Ling","2020","Australia",1086643,10722991,9.86955501484848
"1610","Ling","2020","Brazil",264260,3236649,12.25
"1611","Ling","2020","Canada",14935,122906,8.22472715098761
"1612","Ling","2020","China",112294,1297386,11.5545656045737
"1613","Ling","2020","French Polynesia",10,235,23.5
"1614","Ling","2020","Georgia",143,380,2.66
"1615","Ling","2020","Germany",2084,25122,12.0528214971209
"1616","Ling","2020","Hong Kong",570976,7192897,12.5970999831867
"1617","Ling","2020","Japan",186245,1259239,6.76345942172944
"1618","Ling","2020","Malaysia",4048,20111,4.96869565217391
"1619","Ling","2020","New Caledonia",20,1581,79.05
"1620","Ling","2020","Papua New Guinea",690,1886,2.73
"1621","Ling","2020","Poland",23763,236122,9.93304801582292
"1622","Ling","2020","Portugal",991037,6484051,6.5423382578047
"1623","Ling","2020","Russia",9475,61532,6.49
"1624","Ling","2020","Singapore",18061,270159,14.9623210231992
"1625","Ling","2020","South Africa",91154,573714,6.29587511244707
"1626","Ling","2020","Spain",1571997,14887921,9.46908315982791
"1627","Ling","2020","Switzerland",47,738,15.7
"1628","Ling","2020","Taiwan",970,13225,13.63
"1629","Ling","2020","Ukraine",44144,151519,3.435823894527
"1630","Ling","2020","United States",196397,4371326,22.2609781717643
"1631","Ling","2020","Uruguay",4000,51941,12.99
"1632","Ling","2020","Vietnam",50333,259363,5.15534102874854
"1633","Ling","2021","Australia",1486232,14252577,9.59014679404023
"1634","Ling","2021","Brazil",430860,4697062,10.9
"1635","Ling","2021","Bulgaria",1291,4427,3.43
"1636","Ling","2021","Canada",37950,443328,11.6802160737813
"1637","Ling","2021","Chile",24541,146015,5.95
"1638","Ling","2021","China",73852,1496521,20.2677426474571
"1639","Ling","2021","French Polynesia",10,254,25.4
"1640","Ling","2021","Germany",15231,159940,10.5
"1641","Ling","2021","Hong Kong",811054,8405117,10.3624588745016
"1642","Ling","2021","Japan",134942,915132,6.78326243867736
"1643","Ling","2021","Papua New Guinea",23422,107695,4.59869865938007
"1644","Ling","2021","Poland",24060,264072,10.9774796342477
"1645","Ling","2021","Portugal",1632123,9694196,5.94095230567794
"1646","Ling","2021","Russia",26900,136188,5.05840148698885
"1647","Ling","2021","Singapore",24125,264087,10.9508070466321
"1648","Ling","2021","South Africa",54020,289743,5.36
"1649","Ling","2021","Spain",2330882,17124972,7.3455546355414
"1650","Ling","2021","Switzerland",35,571,16.31
"1651","Ling","2021","Taiwan",1040,12950,12.45
"1652","Ling","2021","Thailand",20000,531168,26.56
"1653","Ling","2021","Ukraine",217129,881601,4.06061930925855
"1654","Ling","2021","United States",173194,2805686,16.1989497326697
"1655","Ling","2021","Uruguay",2690,30383,11.29
"1656","Ling","2021","Vietnam",74397,1203221,16.1696688038496
"1657","Ling","2022","Australia",1422796,15100606,10.6135143267201
"1658","Ling","2022","Brazil",494710,6753404,13.6549857492268
"1659","Ling","2022","Canada",32573,400365,12.2920314370798
"1660","Ling","2022","Chile",69529,496892,7.14404636914093
"1661","Ling","2022","China",103122,2023414,19.624075560986
"1662","Ling","2022","French Polynesia",10,261,26.1
"1663","Ling","2022","Germany",2999,32535,10.85
"1664","Ling","2022","Hong Kong",441889,5895584,13.3450721334996
"1665","Ling","2022","Japan",110595,831621,7.52185704597857
"1666","Ling","2022","Lithuania",5230,12553,2.4
"1667","Ling","2022","Malaysia",26190,47301,1.8093470790378
"1668","Ling","2022","Papua New Guinea",145,579,3.99
"1669","Ling","2022","Poland",73705,557210,7.56
"1670","Ling","2022","Portugal",954883,5691544,5.96113312311561
"1671","Ling","2022","Singapore",10102,188047,18.6117174816868
"1672","Ling","2022","South Africa",234028,1591054,6.80044353667083
"1673","Ling","2022","Spain",2154391,16390198,7.60925025215943
"1674","Ling","2022","Switzerland",56,1011,18.05
"1675","Ling","2022","Taiwan",11591,123956,10.69
"1676","Ling","2022","Thailand",23238,618540,26.6133617350891
"1677","Ling","2022","United States",256015,3555596,13.8856392789485
"1678","Ling","2022","Vietnam",283,4088,14.45
"1679","Lobsters","2018","Canada",56,6833,122.017857142857
"1680","Lobsters","2018","China",2602314,309064148,118.768376967576
"1681","Lobsters","2018","Cook Islands",635,6760,10.6493700787402
"1682","Lobsters","2018","Fiji",210,2106,10.0242857142857
"1683","Lobsters","2018","French Polynesia",93,1796,19.31
"1684","Lobsters","2018","Hong Kong",31706,3962073,124.966968397149
"1685","Lobsters","2018","Japan",8128,350101,43.0734350393701
"1686","Lobsters","2018","Malaysia",543,62350,114.83
"1687","Lobsters","2018","Niue",3,1159,386.33
"1688","Lobsters","2018","Palau",45,1531,34.0233333333333
"1689","Lobsters","2018","Papua New Guinea",161,2692,16.7247204968944
"1690","Lobsters","2018","Singapore",1712,221932,129.63
"1691","Lobsters","2018","South Korea",467,6782,14.52
"1692","Lobsters","2018","Tonga",8,647,80.88
"1693","Lobsters","2018","United States",2200,260473,118.3944
"1694","Lobsters","2019","China",2620128,296373905,113.115046955721
"1695","Lobsters","2019","Cook Islands",274,13275,48.4501459854015
"1696","Lobsters","2019","Fiji",243,3371,13.872962962963
"1697","Lobsters","2019","French Polynesia",220,21014,95.52
"1698","Lobsters","2019","Hong Kong",23440,2710190,115.621346416382
"1699","Lobsters","2019","Japan",5832,246084,42.2
"1700","Lobsters","2019","Malaysia",427,51412,120.4
"1701","Lobsters","2019","Papua New Guinea",6,58,9.67
"1702","Lobsters","2019","Samoa",17,1992,117.18
"1703","Lobsters","2019","Singapore",1627,212117,130.37
"1704","Lobsters","2019","Tonga",57,1493,26.1947368421053
"1705","Lobsters","2019","United States",6538,507622,77.6430376261854
"1706","Lobsters","2019","Vanuatu",5,1342,268.398
"1707","Lobsters","2020","Australia",1172,61290,52.2968259385666
"1708","Lobsters","2020","Canada",293,24518,83.68
"1709","Lobsters","2020","China",2683112,290791826,108.37946927672
"1710","Lobsters","2020","Cook Islands",539,24327,45.13
"1711","Lobsters","2020","Fiji",1162,6027,5.1884165232358
"1712","Lobsters","2020","Hong Kong",3466,312049,90.0329197922677
"1713","Lobsters","2020","Japan",6090,343565,56.41
"1714","Lobsters","2020","Malaysia",276,25285,91.61
"1715","Lobsters","2020","Palau",2,555,277.5
"1716","Lobsters","2020","Singapore",1692,150806,89.1291489361702
"1717","Lobsters","2020","United States",4363,288084,66.0289731835893
